Sat, 26 Mar 2022 13:51:22 GMT | server | INFO | server.log | Server is running on localhost:1337
Sat, 26 Mar 2022 17:07:16 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/api/post/create] - IP: [::1]
Sat, 26 Mar 2022 17:07:17 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/create] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 22:16:20 GMT | server | INFO | server.log | Server is running on localhost:1337
Sat, 26 Mar 2022 22:17:59 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 22:17:59 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - STATUS: [404] - IP: [::1]
Sat, 26 Mar 2022 22:19:09 GMT | server | INFO | server.log | Server is running on localhost:1337
Sat, 26 Mar 2022 22:19:14 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 22:19:14 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 22:25:54 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 22:25:54 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 22:26:01 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 22:26:01 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 22:26:05 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 22:26:05 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 22:26:35 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 22:26:35 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 22:26:51 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 22:26:51 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 22:28:30 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 22:28:30 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 22:28:42 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 22:28:42 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 22:30:07 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 22:30:07 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 22:31:00 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 22:31:00 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 22:31:09 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 22:31:09 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 22:31:40 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 22:31:40 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 22:32:25 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 22:32:25 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:31:16 GMT | server | INFO | server.log | Server is running on localhost:1337
Sat, 26 Mar 2022 23:31:25 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 23:31:26 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:32:12 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 23:32:12 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:33:02 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 23:33:02 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:34:06 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 23:34:06 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:35:45 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 23:35:45 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:37:09 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 23:37:09 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:38:39 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 23:38:39 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:39:32 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 23:39:32 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:40:32 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 23:40:32 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:40:53 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 23:40:53 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:41:18 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 23:41:18 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:48:01 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 23:48:01 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:57:11 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/api/post/create] - IP: [::1]
Sat, 26 Mar 2022 23:57:12 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/create] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:57:16 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/api/post/create] - IP: [::1]
Sat, 26 Mar 2022 23:57:16 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/create] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:57:28 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 23:57:28 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:57:32 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 23:57:32 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:57:36 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/api/post/create] - IP: [::1]
Sat, 26 Mar 2022 23:57:36 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/create] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:57:54 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 23:57:54 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sat, 26 Mar 2022 23:58:01 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sat, 26 Mar 2022 23:58:01 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:03:26 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/api/post/create] - IP: [::1]
Sun, 27 Mar 2022 00:03:27 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/create] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:04:42 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/api/post/create] - IP: [::1]
Sun, 27 Mar 2022 00:04:42 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/create] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:08:43 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/api/post/create] - IP: [::1]
Sun, 27 Mar 2022 00:08:43 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/create] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:09:05 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 00:09:05 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:14:10 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 00:14:18 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 00:14:18 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:14:24 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/api/post/create] - IP: [::1]
Sun, 27 Mar 2022 00:14:24 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/create] - STATUS: [500] - IP: [::1]
Sun, 27 Mar 2022 00:14:31 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 00:14:31 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:14:37 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 00:14:37 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:16:31 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 00:18:47 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 00:19:40 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 00:20:39 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 00:21:14 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 00:21:36 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/api/post/create] - IP: [::1]
Sun, 27 Mar 2022 00:21:36 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/create] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:23:23 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 00:23:23 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:27:36 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 00:27:36 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:27:40 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 00:27:40 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:28:55 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 00:28:55 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:30:32 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 00:30:32 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:30:43 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 00:30:43 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:31:44 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 00:31:44 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:32:09 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 00:32:09 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:33:03 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/api/post/create] - IP: [::1]
Sun, 27 Mar 2022 00:33:03 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/create] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:33:09 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 00:33:09 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:33:32 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/api/post/create] - IP: [::1]
Sun, 27 Mar 2022 00:33:32 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/create] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:33:37 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 00:33:37 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 00:47:27 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 00:49:42 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 00:51:04 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 00:54:37 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 00:55:25 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 00:58:14 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 01:08:42 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 01:13:14 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 01:14:36 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 01:14:36 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 01:15:24 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 01:15:24 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 01:16:18 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/api/post/create] - IP: [::1]
Sun, 27 Mar 2022 01:16:19 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/create] - STATUS: [500] - IP: [::1]
Sun, 27 Mar 2022 01:16:50 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 01:16:50 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 01:17:37 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 01:17:37 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 01:18:56 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 01:19:17 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 01:19:17 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 01:19:50 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 01:19:50 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 01:20:03 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/api/post/create] - IP: [::1]
Sun, 27 Mar 2022 01:20:03 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/create] - STATUS: [500] - IP: [::1]
Sun, 27 Mar 2022 01:22:05 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 01:22:05 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 01:22:49 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/api/post/create] - IP: [::1]
Sun, 27 Mar 2022 01:22:49 GMT | server | INFO | server.log | METHOD: [POST] - URL: [/create] - STATUS: [500] - IP: [::1]
Sun, 27 Mar 2022 01:23:25 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 01:23:25 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 01:25:45 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 01:25:45 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 01:26:05 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 01:26:05 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 01:26:30 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 01:26:30 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 01:27:00 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 01:27:00 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 01:33:26 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 01:35:09 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 01:43:05 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 01:47:24 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 01:49:01 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 01:50:32 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 01:51:40 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 01:51:40 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 01:52:20 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 01:52:20 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 01:53:05 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 01:53:05 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 01:56:45 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 01:56:45 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 02:00:46 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 02:02:12 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 02:02:32 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 02:02:32 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 02:04:32 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 02:04:33 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 02:04:46 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 02:04:46 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [201] - IP: [::1]
Sun, 27 Mar 2022 02:10:10 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 02:11:17 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 02:11:18 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [500] - IP: [::1]
Sun, 27 Mar 2022 02:12:49 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 04:53:36 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 04:58:09 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 04:59:03 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 04:59:27 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 04:59:28 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [500] - IP: [::1]
Sun, 27 Mar 2022 05:02:10 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 05:02:32 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 05:02:32 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [500] - IP: [::1]
Sun, 27 Mar 2022 05:03:04 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 05:03:04 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [500] - IP: [::1]
Sun, 27 Mar 2022 05:20:36 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 05:20:49 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/api/post/get] - IP: [::1]
Sun, 27 Mar 2022 05:20:49 GMT | server | INFO | server.log | METHOD: [GET] - URL: [/get] - STATUS: [500] - IP: [::1]
Sun, 27 Mar 2022 06:20:50 GMT | server | INFO | server.log | Server is running on localhost:1337
Sun, 27 Mar 2022 06:23:31 GMT | server | INFO | server.log | Server is running on localhost:1337
